Date,Close,SPY_Close,Split_Factor,Open,High,Low,Volume,SMA_50,SMA_200,RSI,Volatility_20d,ATR,Relative_Strength_SPY,Date_Str
2021-05-03 20:13:29.409162,51.858441209579354,300.821971144885,1.0,51.568192696257164,51.924015427131074,51.16164406519972,56000000.0,,,,,,0.17238914103319516,2021-05-03
2021-05-04 20:13:29.409162,51.53464070879038,298.33252638796205,1.0,51.35054532574949,52.01236791585323,51.30776473398294,78000000.0,,,,,,0.17274227967275996,2021-05-04
2021-05-05 20:13:29.409162,51.11511614456272,297.55658053584165,1.0,51.23801059212661,52.174159963748515,50.33405602102163,55000000.0,,,,,,0.17178284564405974,2021-05-05
2021-05-06 20:13:29.409162,48.64610830139467,293.68182105722946,1.0,48.579219918502346,49.669900458744905,48.442979952676126,48000000.0,,,,,,0.16564221825604608,2021-05-06
2021-05-07 20:13:29.409162,46.07156233460483,290.7027446551104,1.0,45.67493327457435,46.70279069275834,44.502600534039004,31000000.0,,,,,,0.15848341022464066,2021-05-07
2021-05-10 20:13:29.409162,44.43298371269708,297.1638380623038,1.0,43.74853857686819,45.402435040908095,43.56714836261524,93000000.0,,,,,,0.14952352211637945,2021-05-10
2021-05-11 20:13:29.409162,43.32923825837122,298.8055158012342,1.0,44.13938090879172,44.79358471930747,42.91379200886521,41000000.0,,,,,,0.14500816071679842,2021-05-11
2021-05-12 20:13:29.409162,44.0220813061585,300.15056385754116,1.0,43.7043721017812,44.603809680207696,42.771550861074225,89000000.0,,,,,,0.14666666202583734,2021-05-12
2021-05-13 20:13:29.409162,44.677388968698615,300.2352572457161,1.0,44.279724166284126,44.762464991110896,43.693767867878925,24000000.0,,,,,,0.14880793607838705,2021-05-13
2021-05-14 20:13:29.409162,43.035482693948374,302.77344785784857,1.0,43.03433353218757,43.88100976030225,41.81817900605744,67000000.0,,,,,,0.14213757183276332,2021-05-14
2021-05-17 20:13:29.409162,41.769793560408154,300.9208228569363,1.0,41.704772265555256,41.90001994171076,41.297784825746604,26000000.0,,,,,,0.13880659092929018,2021-05-17
2021-05-18 20:13:29.409162,40.0072567162791,302.531448720807,1.0,39.96145538715924,40.72477460012135,39.43139475815116,80000000.0,,,,,,0.1322416459030679,2021-05-18
2021-05-19 20:13:29.409162,42.03104318154321,299.4133153667076,1.0,41.4453552585924,42.69124171194566,41.35130504151681,42000000.0,,,,,,0.14037800266185735,2021-05-19
2021-05-20 20:13:29.409162,41.6763200083983,300.397474932807,1.0,41.57412943827324,42.71406892252792,41.38354121380373,18000000.0,,,19.921647534171456,,1.4270810409821,0.13873725142902907,2021-05-20
2021-05-21 20:13:29.409162,42.52904193872316,302.9882391409495,1.0,41.73062614167595,42.9515189460831,41.675256810736435,44000000.0,,,23.762451425587372,,1.4637875247974788,0.1403653226254064,2021-05-21
2021-05-24 20:13:29.409162,40.760484898066736,304.0624507315736,1.0,40.628377303868206,41.29322908441467,40.44218879458659,10000000.0,,,21.97656417856237,,1.4742473182230351,0.13405300391415348,2021-05-24
2021-05-25 20:13:29.409162,,,,,41.59442029209239,40.4409073422187,49000000.0,,,22.64226730838533,,1.4252051044478067,0.13369051351919223,2021-05-25
2021-05-26 20:13:29.409162,39.06222681399705,304.907809927962,1.0,39.597375604154465,40.349484338112305,39.03984839886204,62000000.0,,,23.552177010021495,,1.4311133496750554,0.12811159813592823,2021-05-26
2021-05-27 20:13:29.409162,38.1608497564468,305.2326766513651,1.0,37.91116175341867,39.5131134824762,37.350834524422716,68000000.0,,,25.94840990852471,,1.4284054067703518,0.12502216399338492,2021-05-27
2021-05-28 20:13:29.409162,38.15352247962314,305.6168904345206,1.0,38.53230278919753,38.716566608129874,37.643014522456305,93000000.0,,,28.805723114668496,,1.3739957930118314,0.12484101394192301,2021-05-28
2021-05-31 20:13:29.409162,38.79535820304393,309.592146172004,1.0,38.85452057512449,40.756778730206484,38.695336759927365,92000000.0,,,34.204863503254714,0.4471421917548574,1.3869707401430358,0.1253111833834761,2021-05-31
2021-06-01 20:13:29.409162,37.6007619904059,312.96791983672694,1.0,37.76204489444387,37.95335713795495,37.410584975577386,62000000.0,,,28.38506224854669,0.4499565935406402,1.2948645503747567,0.12014254371509368,2021-06-01
2021-06-02 20:13:29.409162,37.26646318417035,314.19353544096964,1.0,36.86659955975923,38.881283152565715,36.59476545986825,22000000.0,,,24.502907093087472,0.44980715380388986,1.3818517339080063,0.11860989797854046,1622664809
2021-06-03 20:13:29.409162,36.93632592459973,313.49083867477157,1.0,36.72883221150101,37.03283159717294,35.75454761977416,12000000.0,,,26.934029941350474,0.4328862677959767,1.3258126784190043,0.11782266454975741,1622751209
2021-06-04 20:13:29.409162,36.19422254916913,312.2925936271806,1.0,36.66829959083584,37.30120318199775,36.09795890960007,87000000.0,,,28.04466134234798,0.4080204565694941,1.368741903878542,0.11589843399353338,2021-06-04
2021-06-07 20:13:29.409162,36.663636001067786,309.7519627855852,1.0,36.811066683909125,37.12382356554389,36.65879413230204,86000000.0,,,35.34066213753451,0.40670329071811084,1.3095740175408028,0.11836449936056381,2021-06-07
2021-06-08 20:13:29.409162,38.49066607675636,300.817413560042,1.0,38.54843012065363,39.16029874008748,38.40100755619397,79000000.0,,,34.20553223136284,0.45253346146883033,1.2680993399311358,0.12795358360819686,2021-06-08
2021-06-09 20:13:29.409162,38.51118960981068,301.2399411226835,1.0,38.45373577899651,39.42159148960536,37.365205385632606,34000000.0,,,35.44560141995977,0.4460698059873388,1.3199463681631762,0.12784224252031223,2021-06-09
2021-06-10 20:13:29.409162,38.87370969362283,305.94093871650756,1.0,38.764801165757795,39.06424796104201,38.27402292054658,46000000.0,,,32.39793405915523,0.4430367017421244,1.2852294328166596,0.12706279145480484,2021-06-10
2021-06-11 20:13:29.409162,38.490472663940814,302.83490477841536,1.0,37.4578819453822,38.72926902182065,36.87618298701623,89000000.0,,,37.38591656752732,0.4287896289138367,1.3568041288863983,0.12710051601252614,1623442409
2021-06-14 20:13:29.409162,37.46540489670402,300.5945957860804,1.0,37.52060641524888,37.911819259939925,36.88641751386993,50000000.0,,,33.27858568792658,0.42681940642677946,1.347653328614706,0.12463765291165269,2021-06-14
2021-06-15 20:13:29.409162,39.10021845873498,301.37428008097606,1.0,38.723225858940474,39.164507081881666,37.70384346284243,69000000.0,,,50.19237676095316,0.4364573876204306,1.3584410200282042,0.12973973242915476,2021-06-15
2021-06-16 20:13:29.409162,39.119748724187225,299.44663751429994,1.0,39.379757882501764,39.497309904755376,38.34975926918153,64000000.0,,,55.33169841800856,0.3922337562808188,1.2859604255653727,0.13064013357745277,2021-06-16
2021-06-17 20:13:29.409162,37.36946083067894,303.01505385975946,1.0,37.44992755039941,37.867464722011455,37.197886607062316,87000000.0,,,46.3482403486427,0.4188171265994608,1.2571051419421992,0.12332542675577486,2021-06-17
2021-06-18 20:13:29.409162,39.16031832132473,306.0053587463864,1.0,39.62924326000399,39.833723445898144,39.10570023457503,33000000.0,,,51.53545657397921,0.4511508202215838,1.161860944873913,0.12797265538666708,2021-06-18
2021-06-21 20:13:29.409162,39.962819416345845,307.6563378348764,1.0,39.90864517843083,40.35592502112819,39.54134114380915,64000000.0,,,60.2766764184203,0.43562218019698135,1.181276067369733,0.1298943480169567,2021-06-21
2021-06-22 20:13:29.409162,40.72376157046692,312.19541077646807,1.0,39.98330337888808,40.9942468838915,39.63292699579848,65000000.0,,,64.50334981065745,0.44118897838320464,1.1151905098979868,0.1304431781017599,2021-06-22
2021-06-23 20:13:29.409162,40.77886013367641,312.95295833577705,1.0,40.94186654561805,42.13906968111825,40.5014206704969,97000000.0,,,66.50016539358879,0.41101112204973866,1.1408594408424564,0.13030348187321972,2021-06-23
2021-06-24 20:13:29.409162,39.45490722804886,310.7627313001398,1.0,39.437925861751765,39.50162804940813,39.31266784163175,78000000.0,,,63.335287319543966,0.4200058661884894,1.0684105790837921,0.12696151518227794,1624565609
2021-06-25 20:13:29.409162,37.92145459079953,312.29158100122356,1.0,37.82484356577202,38.04241868494302,37.26660598532237,79000000.0,,,54.732265213622064,0.44440826809918094,1.0906093838251354,0.12142964107204335,1624652009
